Country/Region,Bm,DATE,Feature
Nicaragua,1.0,2020-03-09,Infection Rate
Nicaragua,1.0,2020-03-27,Infection Rate
Nicaragua,1.0,2020-04-07,Infection Rate
Nicaragua,1.0,2020-02-08,Infection Rate
Nicaragua,1.0,2020-02-27,Infection Rate
Nicaragua,1.0,2020-04-11,Infection Rate
Nicaragua,1.0,2020-02-07,Infection Rate
Nicaragua,1.0,2020-03-07,Infection Rate
Nicaragua,1.0,2020-03-30,Infection Rate
Nicaragua,1.0,2020-02-12,Infection Rate
Nicaragua,1.0,2020-02-22,Infection Rate
Nicaragua,1.0,2020-03-03,Infection Rate
Nicaragua,1.0,2020-01-26,Infection Rate
Nicaragua,1.0,2020-04-14,Infection Rate
Nicaragua,1.0,2020-03-06,Infection Rate
Nicaragua,1.0,2020-03-25,Infection Rate
Nicaragua,1.0,2020-01-23,Infection Rate
Nicaragua,1.0,2020-04-02,Infection Rate
Nicaragua,1.0,2020-02-03,Infection Rate
Nicaragua,1.0,2020-03-19,Infection Rate
Nicaragua,1.0,2020-04-03,Infection Rate
Nicaragua,1.0,2020-03-28,Infection Rate
Niger,1.0,2020-04-15,Infection Rate
Niger,1.0,2020-01-25,Infection Rate
Niger,1.0,2020-04-10,Infection Rate
Niger,1.0,2020-02-23,Infection Rate
Niger,1.0,2020-02-08,Infection Rate
Niger,1.0,2020-03-24,Infection Rate
Niger,1.0,2020-01-30,Infection Rate
Niger,1.0,2020-03-30,Infection Rate
Niger,1.0,2020-03-27,Infection Rate
Niger,1.0,2020-02-19,Infection Rate
Niger,1.0,2020-02-11,Infection Rate
Niger,1.0,2020-04-08,Infection Rate
Niger,1.0,2020-04-11,Infection Rate
Niger,1.0,2020-02-18,Infection Rate
Niger,1.0,2020-04-09,Infection Rate
Niger,1.0,2020-02-13,Infection Rate
Niger,1.0,2020-04-02,Infection Rate
Niger,1.0,2020-03-13,Infection Rate
Niger,1.0,2020-01-27,Infection Rate
Niger,1.0,2020-02-10,Infection Rate
Niger,1.0,2020-04-13,Infection Rate
Niger,1.0,2020-03-09,Infection Rate
Niger,1.0,2020-03-02,Infection Rate
Niger,1.0,2020-02-21,Infection Rate
Niger,1.0,2020-03-21,Infection Rate
Niger,1.0,2020-01-31,Infection Rate
Niger,1.0,2020-02-12,Infection Rate
Niger,1.0,2020-03-22,Infection Rate
Niger,1.0,2020-03-28,Infection Rate
Niger,1.0,2020-03-25,Infection Rate
Niger,1.0,2020-03-08,Infection Rate
Niger,1.0,2020-03-20,Infection Rate
Niger,1.0,2020-02-02,Infection Rate
Niger,1.0,2020-04-01,Infection Rate
Niger,1.0,2020-04-04,Infection Rate
Niger,1.0,2020-03-26,Infection Rate
Niger,1.0,2020-02-07,Infection Rate
Niger,1.0,2020-03-16,Infection Rate
Niger,1.0,2020-02-15,Infection Rate
Niger,1.0,2020-02-17,Infection Rate
Niger,1.0,2020-01-24,Infection Rate
Niger,1.0,2020-02-01,Infection Rate
Niger,1.0,2020-04-07,Infection Rate
Niger,1.0,2020-02-24,Infection Rate
Niger,1.0,2020-03-04,Infection Rate
Niger,1.0,2020-02-26,Infection Rate
Niger,1.0,2020-03-05,Infection Rate
Niger,1.0,2020-04-03,Infection Rate
Niger,1.0,2020-03-07,Infection Rate
Niger,1.0,2020-02-14,Infection Rate
Niger,1.0,2020-02-27,Infection Rate
Niger,1.0,2020-02-28,Infection Rate
Niger,1.0,2020-02-09,Infection Rate
Niger,1.0,2020-02-16,Infection Rate
Niger,1.0,2020-03-01,Infection Rate
Niger,1.0,2020-02-22,Infection Rate
Niger,1.0,2020-03-19,Infection Rate
Niger,1.0,2020-03-10,Infection Rate
Niger,1.0,2020-03-17,Infection Rate
Niger,1.0,2020-03-15,Infection Rate
Niger,1.0,2020-03-31,Infection Rate
Niger,1.0,2020-04-14,Infection Rate
Niger,1.0,2020-02-29,Infection Rate
Niger,1.0,2020-02-20,Infection Rate
Niger,1.0,2020-04-12,Infection Rate
Niger,1.0,2020-03-12,Infection Rate
Niger,1.0,2020-01-28,Infection Rate
Niger,1.0,2020-01-23,Infection Rate
Niger,1.0,2020-04-05,Infection Rate
Niger,1.0,2020-03-11,Infection Rate
Niger,1.0,2020-02-06,Infection Rate
Niger,1.0,2020-03-29,Infection Rate
Niger,1.0,2020-02-04,Infection Rate
Niger,1.0,2020-02-25,Infection Rate
Niger,1.0,2020-02-05,Infection Rate
Niger,1.0,2020-03-14,Infection Rate
Niger,1.0,2020-04-06,Infection Rate
Niger,1.0,2020-03-18,Infection Rate
Niger,1.0,2020-03-03,Infection Rate
Niger,1.0,2020-01-22,Infection Rate
Niger,1.0,2020-03-06,Infection Rate
Niger,1.0,2020-03-23,Infection Rate
Niger,1.0,2020-01-26,Infection Rate
Niger,1.0,2020-01-29,Infection Rate
Niger,1.0,2020-02-03,Infection Rate
Nigeria,1.0,2020-01-30,Infection Rate
Nigeria,1.0,2020-03-08,Infection Rate
Nigeria,1.0,2020-03-22,Infection Rate
Nigeria,1.0,2020-02-19,Infection Rate
Nigeria,1.0,2020-02-05,Infection Rate
Nigeria,1.0,2020-04-12,Infection Rate
Nigeria,1.0,2020-03-29,Infection Rate
Nigeria,1.0,2020-04-14,Infection Rate
Nigeria,1.0,2020-02-06,Infection Rate
Nigeria,1.0,2020-02-25,Infection Rate
Nigeria,1.0,2020-03-11,Infection Rate
Nigeria,1.0,2020-02-18,Infection Rate
Nigeria,1.0,2020-02-21,Infection Rate
Nigeria,1.0,2020-04-07,Infection Rate
Nigeria,1.0,2020-02-04,Infection Rate
Nigeria,1.0,2020-03-04,Infection Rate
Nigeria,1.0,2020-02-07,Infection Rate
Nigeria,1.0,2020-03-30,Infection Rate
Nigeria,1.0,2020-01-29,Infection Rate
Nigeria,1.0,2020-03-10,Infection Rate
Nigeria,1.0,2020-02-08,Infection Rate
Nigeria,1.0,2020-03-28,Infection Rate
Nigeria,1.0,2020-03-19,Infection Rate
Nigeria,1.0,2020-02-20,Infection Rate
Nigeria,1.0,2020-03-15,Infection Rate
Nigeria,1.0,2020-04-05,Infection Rate
Nigeria,1.0,2020-04-10,Infection Rate
Nigeria,1.0,2020-04-08,Infection Rate
Nigeria,1.0,2020-02-09,Infection Rate
Nigeria,1.0,2020-04-09,Infection Rate
Nigeria,1.0,2020-02-10,Infection Rate
Nigeria,1.0,2020-03-20,Infection Rate
Nigeria,1.0,2020-02-15,Infection Rate
Nigeria,1.0,2020-03-26,Infection Rate
Nigeria,1.0,2020-02-14,Infection Rate
Nigeria,1.0,2020-03-02,Infection Rate
Nigeria,1.0,2020-02-01,Infection Rate
Nigeria,1.0,2020-02-03,Infection Rate
Nigeria,1.0,2020-02-11,Infection Rate
Nigeria,1.0,2020-01-22,Infection Rate
Nigeria,1.0,2020-01-24,Infection Rate
Nigeria,1.0,2020-02-28,Infection Rate
Nigeria,1.0,2020-04-01,Infection Rate
Nigeria,1.0,2020-03-31,Infection Rate
Nigeria,1.0,2020-04-11,Infection Rate
Nigeria,1.0,2020-02-02,Infection Rate
Nigeria,1.0,2020-03-13,Infection Rate
Nigeria,1.0,2020-01-26,Infection Rate
Nigeria,1.0,2020-02-23,Infection Rate
Nigeria,1.0,2020-03-16,Infection Rate
Nigeria,1.0,2020-02-16,Infection Rate
Nigeria,1.0,2020-03-21,Infection Rate
Nigeria,1.0,2020-03-14,Infection Rate
Nigeria,1.0,2020-02-29,Infection Rate
Nigeria,1.0,2020-03-03,Infection Rate
Nigeria,1.0,2020-03-05,Infection Rate
Nigeria,1.0,2020-03-06,Infection Rate
Nigeria,1.0,2020-04-04,Infection Rate
Nigeria,1.0,2020-01-25,Infection Rate
Nigeria,1.0,2020-03-24,Infection Rate
Nigeria,1.0,2020-02-27,Infection Rate
Nigeria,1.0,2020-03-23,Infection Rate
Nigeria,1.0,2020-03-07,Infection Rate
Nigeria,1.0,2020-03-25,Infection Rate
Nigeria,1.0,2020-01-28,Infection Rate
Nigeria,1.0,2020-03-18,Infection Rate
Nigeria,1.0,2020-03-01,Infection Rate
Nigeria,1.0,2020-04-15,Infection Rate
Nigeria,1.0,2020-03-12,Infection Rate
Nigeria,1.0,2020-03-17,Infection Rate
Nigeria,1.0,2020-02-26,Infection Rate
Nigeria,1.0,2020-03-27,Infection Rate
Nigeria,1.0,2020-01-27,Infection Rate
Nigeria,1.0,2020-03-09,Infection Rate
Nigeria,1.0,2020-02-24,Infection Rate
Nigeria,1.0,2020-02-12,Infection Rate
Nigeria,1.0,2020-02-13,Infection Rate
Nigeria,1.0,2020-01-31,Infection Rate
Nigeria,1.0,2020-04-03,Infection Rate
Nigeria,1.0,2020-02-22,Infection Rate
Nigeria,1.0,2020-04-06,Infection Rate
Nigeria,1.0,2020-04-13,Infection Rate
Nigeria,1.0,2020-02-17,Infection Rate
Nigeria,1.0,2020-04-02,Infection Rate
Nigeria,1.0,2020-01-23,Infection Rate
North Macedonia,2.0,2020-04-15,Infection Rate
North Macedonia,1.0,2020-03-04,Infection Rate
North Macedonia,2.0,2020-03-26,Infection Rate
North Macedonia,1.0,2020-01-31,Infection Rate
North Macedonia,1.0,2020-03-19,Infection Rate
North Macedonia,1.0,2020-03-11,Infection Rate
North Macedonia,1.0,2020-01-22,Infection Rate
North Macedonia,1.0,2020-01-27,Infection Rate
North Macedonia,1.0,2020-03-15,Infection Rate
North Macedonia,2.0,2020-03-24,Infection Rate
North Macedonia,1.0,2020-01-28,Infection Rate
North Macedonia,2.0,2020-04-04,Infection Rate
North Macedonia,1.0,2020-02-07,Infection Rate
North Macedonia,2.0,2020-04-05,Infection Rate
North Macedonia,1.0,2020-02-29,Infection Rate
North Macedonia,1.0,2020-02-02,Infection Rate
North Macedonia,1.0,2020-01-30,Infection Rate
North Macedonia,2.0,2020-03-31,Infection Rate
North Macedonia,1.0,2020-02-09,Infection Rate
North Macedonia,1.0,2020-02-01,Infection Rate
North Macedonia,1.0,2020-02-05,Infection Rate
North Macedonia,1.0,2020-02-18,Infection Rate
North Macedonia,1.0,2020-02-03,Infection Rate
North Macedonia,1.0,2020-02-10,Infection Rate
North Macedonia,1.0,2020-03-03,Infection Rate
North Macedonia,1.0,2020-02-14,Infection Rate
North Macedonia,1.0,2020-03-10,Infection Rate
North Macedonia,1.0,2020-03-17,Infection Rate
North Macedonia,1.0,2020-03-16,Infection Rate
North Macedonia,1.0,2020-02-22,Infection Rate
North Macedonia,1.0,2020-03-02,Infection Rate
North Macedonia,1.0,2020-03-06,Infection Rate
North Macedonia,1.0,2020-02-16,Infection Rate
North Macedonia,1.0,2020-03-07,Infection Rate
North Macedonia,2.0,2020-04-14,Infection Rate
North Macedonia,1.0,2020-02-24,Infection Rate
North Macedonia,2.0,2020-04-13,Infection Rate
North Macedonia,1.0,2020-02-06,Infection Rate
North Macedonia,2.0,2020-04-09,Infection Rate
North Macedonia,1.0,2020-03-09,Infection Rate
North Macedonia,1.0,2020-02-25,Infection Rate
North Macedonia,2.0,2020-04-03,Infection Rate
North Macedonia,1.0,2020-02-20,Infection Rate
North Macedonia,1.0,2020-01-25,Infection Rate
North Macedonia,2.0,2020-03-27,Infection Rate
North Macedonia,1.0,2020-02-23,Infection Rate
North Macedonia,2.0,2020-04-08,Infection Rate
North Macedonia,1.0,2020-01-23,Infection Rate
North Macedonia,1.0,2020-03-01,Infection Rate
North Macedonia,1.0,2020-02-28,Infection Rate
North Macedonia,1.0,2020-01-29,Infection Rate
North Macedonia,2.0,2020-03-23,Infection Rate
North Macedonia,1.0,2020-03-12,Infection Rate
North Macedonia,1.0,2020-02-27,Infection Rate
North Macedonia,1.0,2020-02-26,Infection Rate
North Macedonia,2.0,2020-03-29,Infection Rate
North Macedonia,1.0,2020-03-05,Infection Rate
North Macedonia,2.0,2020-04-02,Infection Rate
North Macedonia,2.0,2020-04-10,Infection Rate
North Macedonia,2.0,2020-04-06,Infection Rate
North Macedonia,1.0,2020-03-13,Infection Rate
North Macedonia,2.0,2020-03-22,Infection Rate
North Macedonia,1.0,2020-02-21,Infection Rate
North Macedonia,1.0,2020-02-04,Infection Rate
North Macedonia,2.0,2020-04-12,Infection Rate
North Macedonia,2.0,2020-04-11,Infection Rate
North Macedonia,1.0,2020-03-08,Infection Rate
North Macedonia,1.0,2020-03-18,Infection Rate
North Macedonia,1.0,2020-02-12,Infection Rate
North Macedonia,1.0,2020-02-17,Infection Rate
North Macedonia,1.0,2020-02-13,Infection Rate
North Macedonia,2.0,2020-03-30,Infection Rate
North Macedonia,1.0,2020-01-24,Infection Rate
North Macedonia,1.0,2020-01-26,Infection Rate
North Macedonia,2.0,2020-04-07,Infection Rate
North Macedonia,2.0,2020-03-21,Infection Rate
North Macedonia,2.0,2020-04-01,Infection Rate
North Macedonia,2.0,2020-03-25,Infection Rate
North Macedonia,2.0,2020-03-20,Infection Rate
North Macedonia,1.0,2020-02-15,Infection Rate
North Macedonia,2.0,2020-03-28,Infection Rate
North Macedonia,1.0,2020-02-11,Infection Rate
North Macedonia,1.0,2020-02-08,Infection Rate
North Macedonia,1.0,2020-02-19,Infection Rate
North Macedonia,1.0,2020-03-14,Infection Rate
Norway,1.0,2020-03-05,Infection Rate
Norway,3.0,2020-03-23,Infection Rate
Norway,1.0,2020-03-07,Infection Rate
Norway,2.0,2020-03-16,Infection Rate
Norway,2.0,2020-03-17,Infection Rate
Norway,3.0,2020-04-01,Infection Rate
Norway,2.0,2020-03-15,Infection Rate
Norway,3.0,2020-04-04,Infection Rate
Norway,1.0,2020-01-22,Infection Rate
Norway,1.0,2020-01-27,Infection Rate
Norway,2.0,2020-03-21,Infection Rate
Norway,2.0,2020-03-19,Infection Rate
Norway,1.0,2020-03-02,Infection Rate
Norway,1.0,2020-02-14,Infection Rate
Norway,3.0,2020-04-05,Infection Rate
Norway,3.0,2020-03-28,Infection Rate
Norway,1.0,2020-01-24,Infection Rate
Norway,3.0,2020-04-13,Infection Rate
Norway,3.0,2020-04-08,Infection Rate
Norway,1.0,2020-01-23,Infection Rate
Norway,3.0,2020-04-15,Infection Rate
Norway,3.0,2020-04-09,Infection Rate
Norway,3.0,2020-04-14,Infection Rate
Norway,3.0,2020-03-24,Infection Rate
Norway,1.0,2020-02-22,Infection Rate
Norway,2.0,2020-03-14,Infection Rate
Norway,2.0,2020-03-22,Infection Rate
Norway,1.0,2020-02-19,Infection Rate
Norway,2.0,2020-03-12,Infection Rate
Norway,2.0,2020-03-13,Infection Rate
Norway,1.0,2020-02-23,Infection Rate
Norway,2.0,2020-03-08,Infection Rate
Norway,1.0,2020-02-05,Infection Rate
Norway,1.0,2020-03-01,Infection Rate
Norway,3.0,2020-03-25,Infection Rate
Norway,3.0,2020-04-03,Infection Rate
Norway,1.0,2020-02-29,Infection Rate
Norway,2.0,2020-03-09,Infection Rate
Norway,2.0,2020-03-11,Infection Rate
Norway,3.0,2020-04-06,Infection Rate
Norway,1.0,2020-03-06,Infection Rate
Norway,3.0,2020-03-26,Infection Rate
Norway,2.0,2020-03-18,Infection Rate
Norway,3.0,2020-04-10,Infection Rate
Norway,1.0,2020-02-28,Infection Rate
Norway,1.0,2020-02-11,Infection Rate
Norway,1.0,2020-02-26,Infection Rate
Norway,2.0,2020-03-20,Infection Rate
Norway,1.0,2020-02-08,Infection Rate
Norway,1.0,2020-02-20,Infection Rate
Norway,1.0,2020-02-02,Infection Rate
Norway,3.0,2020-03-29,Infection Rate
Norway,3.0,2020-04-07,Infection Rate
Norway,3.0,2020-03-27,Infection Rate
Norway,1.0,2020-02-09,Infection Rate
Norway,1.0,2020-01-31,Infection Rate
Norway,1.0,2020-02-15,Infection Rate
Norway,1.0,2020-02-01,Infection Rate
Norway,3.0,2020-04-12,Infection Rate
Norway,1.0,2020-01-30,Infection Rate
Norway,1.0,2020-02-04,Infection Rate
Norway,3.0,2020-04-11,Infection Rate
Norway,1.0,2020-02-18,Infection Rate
Norway,1.0,2020-02-07,Infection Rate
Norway,1.0,2020-02-27,Infection Rate
Norway,1.0,2020-02-16,Infection Rate
Norway,2.0,2020-03-10,Infection Rate
Norway,1.0,2020-02-13,Infection Rate
Norway,1.0,2020-03-04,Infection Rate
Norway,1.0,2020-03-03,Infection Rate
Norway,1.0,2020-01-25,Infection Rate
Norway,1.0,2020-02-06,Infection Rate
Norway,1.0,2020-01-28,Infection Rate
Norway,3.0,2020-03-30,Infection Rate
Norway,3.0,2020-03-31,Infection Rate
Norway,3.0,2020-04-02,Infection Rate
Norway,1.0,2020-01-26,Infection Rate
Norway,1.0,2020-02-25,Infection Rate
Norway,1.0,2020-02-24,Infection Rate
Norway,1.0,2020-02-03,Infection Rate
Norway,1.0,2020-02-12,Infection Rate
Norway,1.0,2020-02-17,Infection Rate
Norway,1.0,2020-02-10,Infection Rate
Norway,1.0,2020-01-29,Infection Rate
Norway,1.0,2020-02-21,Infection Rate
Oman,1.0,2020-03-03,Infection Rate
Oman,2.0,2020-04-10,Infection Rate
Oman,1.0,2020-02-01,Infection Rate
Oman,1.0,2020-03-13,Infection Rate
Oman,1.0,2020-03-18,Infection Rate
Oman,1.0,2020-02-02,Infection Rate
Oman,1.0,2020-02-03,Infection Rate
Oman,1.0,2020-02-11,Infection Rate
Oman,1.0,2020-02-19,Infection Rate
Oman,1.0,2020-03-28,Infection Rate
Oman,1.0,2020-02-16,Infection Rate
Oman,2.0,2020-04-02,Infection Rate
Oman,1.0,2020-03-21,Infection Rate
Oman,1.0,2020-03-16,Infection Rate
Oman,2.0,2020-03-31,Infection Rate
Oman,1.0,2020-03-20,Infection Rate
Oman,1.0,2020-01-23,Infection Rate
Oman,1.0,2020-02-21,Infection Rate
Oman,1.0,2020-02-20,Infection Rate
Oman,1.0,2020-03-19,Infection Rate
Oman,1.0,2020-01-24,Infection Rate
Oman,2.0,2020-03-30,Infection Rate
Oman,1.0,2020-02-28,Infection Rate
Oman,1.0,2020-03-23,Infection Rate
Oman,1.0,2020-03-01,Infection Rate
Oman,2.0,2020-04-08,Infection Rate
Oman,1.0,2020-02-29,Infection Rate
Oman,1.0,2020-03-25,Infection Rate
Oman,1.0,2020-03-11,Infection Rate
Oman,1.0,2020-03-17,Infection Rate
Oman,1.0,2020-02-07,Infection Rate
Oman,2.0,2020-04-13,Infection Rate
Oman,1.0,2020-03-02,Infection Rate
Oman,1.0,2020-03-27,Infection Rate
Oman,1.0,2020-01-22,Infection Rate
Oman,1.0,2020-01-25,Infection Rate
Oman,1.0,2020-02-08,Infection Rate
Oman,1.0,2020-01-27,Infection Rate
Oman,2.0,2020-04-01,Infection Rate
Oman,1.0,2020-03-15,Infection Rate
Oman,1.0,2020-03-26,Infection Rate
Oman,2.0,2020-04-05,Infection Rate
Oman,1.0,2020-03-06,Infection Rate
Oman,1.0,2020-02-10,Infection Rate
Oman,1.0,2020-02-23,Infection Rate
Oman,1.0,2020-02-24,Infection Rate
Oman,1.0,2020-03-29,Infection Rate
Oman,1.0,2020-01-29,Infection Rate
Oman,2.0,2020-04-11,Infection Rate
Oman,1.0,2020-03-08,Infection Rate
Oman,1.0,2020-01-30,Infection Rate
Oman,2.0,2020-04-04,Infection Rate
Oman,1.0,2020-02-27,Infection Rate
Oman,1.0,2020-02-18,Infection Rate
Oman,1.0,2020-03-12,Infection Rate
Oman,1.0,2020-02-22,Infection Rate
Oman,1.0,2020-03-05,Infection Rate
Oman,2.0,2020-04-12,Infection Rate
Oman,1.0,2020-01-28,Infection Rate
Oman,1.0,2020-03-24,Infection Rate
Oman,1.0,2020-03-09,Infection Rate
Oman,1.0,2020-02-09,Infection Rate
Oman,1.0,2020-02-13,Infection Rate
Oman,1.0,2020-03-22,Infection Rate
Oman,1.0,2020-02-26,Infection Rate
Oman,1.0,2020-02-05,Infection Rate
Oman,1.0,2020-03-14,Infection Rate
Oman,1.0,2020-03-07,Infection Rate
Oman,1.0,2020-03-10,Infection Rate
Oman,2.0,2020-04-15,Infection Rate
Oman,1.0,2020-03-04,Infection Rate
Oman,1.0,2020-02-25,Infection Rate
Oman,1.0,2020-02-15,Infection Rate
Oman,2.0,2020-04-07,Infection Rate
Oman,1.0,2020-02-12,Infection Rate
Oman,2.0,2020-04-14,Infection Rate
Oman,1.0,2020-02-14,Infection Rate
Oman,1.0,2020-01-31,Infection Rate
Oman,2.0,2020-04-03,Infection Rate
Oman,2.0,2020-04-09,Infection Rate
Oman,1.0,2020-02-06,Infection Rate
Oman,2.0,2020-04-06,Infection Rate
Oman,1.0,2020-01-26,Infection Rate
Oman,1.0,2020-02-04,Infection Rate
Oman,1.0,2020-02-17,Infection Rate
Pakistan,1.0,2020-04-15,Infection Rate
Pakistan,1.0,2020-02-18,Infection Rate
Pakistan,1.0,2020-02-03,Infection Rate
Pakistan,1.0,2020-02-12,Infection Rate
Pakistan,1.0,2020-04-09,Infection Rate
Pakistan,1.0,2020-03-30,Infection Rate
Pakistan,1.0,2020-04-13,Infection Rate
Pakistan,1.0,2020-02-07,Infection Rate
Pakistan,1.0,2020-01-31,Infection Rate
Pakistan,1.0,2020-03-26,Infection Rate
Pakistan,1.0,2020-03-27,Infection Rate
Pakistan,1.0,2020-04-11,Infection Rate
Pakistan,1.0,2020-02-15,Infection Rate
Pakistan,1.0,2020-02-01,Infection Rate
Pakistan,1.0,2020-02-24,Infection Rate
Pakistan,1.0,2020-03-16,Infection Rate
Pakistan,1.0,2020-04-06,Infection Rate
Pakistan,1.0,2020-03-19,Infection Rate
Pakistan,1.0,2020-01-25,Infection Rate
Pakistan,1.0,2020-03-24,Infection Rate
Pakistan,1.0,2020-03-02,Infection Rate
Pakistan,1.0,2020-02-14,Infection Rate
Pakistan,1.0,2020-03-21,Infection Rate
Pakistan,1.0,2020-03-11,Infection Rate
Pakistan,1.0,2020-04-14,Infection Rate
Pakistan,1.0,2020-01-28,Infection Rate
Pakistan,1.0,2020-04-05,Infection Rate
Pakistan,1.0,2020-02-13,Infection Rate
Pakistan,1.0,2020-02-22,Infection Rate
Pakistan,1.0,2020-04-12,Infection Rate
Pakistan,1.0,2020-02-04,Infection Rate
Pakistan,1.0,2020-02-29,Infection Rate
Pakistan,1.0,2020-04-02,Infection Rate
Pakistan,1.0,2020-03-01,Infection Rate
Pakistan,1.0,2020-04-10,Infection Rate
Pakistan,1.0,2020-02-23,Infection Rate
Pakistan,1.0,2020-03-05,Infection Rate
Pakistan,1.0,2020-03-13,Infection Rate
Pakistan,1.0,2020-02-25,Infection Rate
Pakistan,1.0,2020-03-08,Infection Rate
Pakistan,1.0,2020-03-22,Infection Rate
Pakistan,1.0,2020-03-31,Infection Rate
Pakistan,1.0,2020-01-26,Infection Rate
Pakistan,1.0,2020-03-06,Infection Rate
Pakistan,1.0,2020-03-04,Infection Rate
Pakistan,1.0,2020-04-04,Infection Rate
Pakistan,1.0,2020-02-27,Infection Rate
Pakistan,1.0,2020-04-08,Infection Rate
Pakistan,1.0,2020-03-29,Infection Rate
Pakistan,1.0,2020-04-03,Infection Rate
Pakistan,1.0,2020-03-03,Infection Rate
Pakistan,1.0,2020-02-16,Infection Rate
Pakistan,1.0,2020-03-09,Infection Rate
Pakistan,1.0,2020-02-21,Infection Rate
Pakistan,1.0,2020-01-29,Infection Rate
Pakistan,1.0,2020-02-20,Infection Rate
Pakistan,1.0,2020-03-25,Infection Rate
Pakistan,1.0,2020-02-09,Infection Rate
Pakistan,1.0,2020-03-10,Infection Rate
Pakistan,1.0,2020-02-05,Infection Rate
Pakistan,1.0,2020-02-02,Infection Rate
Pakistan,1.0,2020-02-10,Infection Rate
Pakistan,1.0,2020-01-22,Infection Rate
Pakistan,1.0,2020-02-26,Infection Rate
Pakistan,1.0,2020-03-20,Infection Rate
Pakistan,1.0,2020-04-07,Infection Rate
Pakistan,1.0,2020-01-27,Infection Rate
Pakistan,1.0,2020-01-23,Infection Rate
Pakistan,1.0,2020-01-24,Infection Rate
Pakistan,1.0,2020-03-12,Infection Rate
Pakistan,1.0,2020-03-14,Infection Rate
Pakistan,1.0,2020-03-07,Infection Rate
Pakistan,1.0,2020-03-17,Infection Rate
Pakistan,1.0,2020-02-08,Infection Rate
Pakistan,1.0,2020-03-18,Infection Rate
Pakistan,1.0,2020-03-15,Infection Rate
Pakistan,1.0,2020-02-06,Infection Rate
Pakistan,1.0,2020-03-23,Infection Rate
Pakistan,1.0,2020-02-28,Infection Rate
Pakistan,1.0,2020-02-17,Infection Rate
Pakistan,1.0,2020-02-19,Infection Rate
Pakistan,1.0,2020-02-11,Infection Rate
Pakistan,1.0,2020-03-28,Infection Rate
Pakistan,1.0,2020-01-30,Infection Rate
Pakistan,1.0,2020-04-01,Infection Rate
Panama,3.0,2020-04-15,Infection Rate
Panama,1.0,2020-01-26,Infection Rate
Panama,1.0,2020-01-23,Infection Rate
Panama,3.0,2020-04-13,Infection Rate
Panama,1.0,2020-01-27,Infection Rate
Panama,1.0,2020-02-17,Infection Rate
Panama,3.0,2020-04-09,Infection Rate
Panama,2.0,2020-04-04,Infection Rate
Panama,2.0,2020-03-31,Infection Rate
Panama,2.0,2020-03-28,Infection Rate
Panama,2.0,2020-04-01,Infection Rate
Panama,1.0,2020-03-07,Infection Rate
Panama,3.0,2020-04-11,Infection Rate
Panama,1.0,2020-02-21,Infection Rate
Panama,1.0,2020-03-13,Infection Rate
Panama,1.0,2020-02-02,Infection Rate
Panama,1.0,2020-02-23,Infection Rate
Panama,2.0,2020-03-30,Infection Rate
Panama,1.0,2020-02-14,Infection Rate
Panama,1.0,2020-03-16,Infection Rate
Panama,2.0,2020-03-26,Infection Rate
Panama,1.0,2020-02-13,Infection Rate
Panama,1.0,2020-03-15,Infection Rate
Panama,1.0,2020-01-25,Infection Rate
Panama,1.0,2020-02-09,Infection Rate
Panama,1.0,2020-03-17,Infection Rate
Panama,1.0,2020-01-22,Infection Rate
Panama,1.0,2020-03-04,Infection Rate
Panama,1.0,2020-02-12,Infection Rate
Panama,2.0,2020-03-23,Infection Rate
Panama,1.0,2020-01-31,Infection Rate
Panama,1.0,2020-02-01,Infection Rate
Panama,1.0,2020-02-11,Infection Rate
Panama,2.0,2020-03-27,Infection Rate
Panama,2.0,2020-03-29,Infection Rate
Panama,1.0,2020-02-06,Infection Rate
Panama,1.0,2020-01-29,Infection Rate
Panama,2.0,2020-03-21,Infection Rate
Panama,2.0,2020-03-20,Infection Rate
Panama,1.0,2020-02-04,Infection Rate
Panama,1.0,2020-02-15,Infection Rate
Panama,1.0,2020-03-03,Infection Rate
Panama,1.0,2020-02-27,Infection Rate
Panama,1.0,2020-01-24,Infection Rate
Panama,2.0,2020-03-22,Infection Rate
Panama,1.0,2020-03-08,Infection Rate
Panama,1.0,2020-03-14,Infection Rate
Panama,1.0,2020-02-28,Infection Rate
Panama,1.0,2020-03-11,Infection Rate
Panama,1.0,2020-02-16,Infection Rate
Panama,3.0,2020-04-08,Infection Rate
Panama,3.0,2020-04-10,Infection Rate
Panama,1.0,2020-01-28,Infection Rate
Panama,1.0,2020-03-12,Infection Rate
Panama,1.0,2020-02-07,Infection Rate
Panama,1.0,2020-03-09,Infection Rate
Panama,2.0,2020-03-24,Infection Rate
Panama,1.0,2020-02-10,Infection Rate
Panama,2.0,2020-03-25,Infection Rate
Panama,3.0,2020-04-12,Infection Rate
Panama,1.0,2020-03-06,Infection Rate
Panama,2.0,2020-04-06,Infection Rate
Panama,3.0,2020-04-14,Infection Rate
Panama,1.0,2020-01-30,Infection Rate
Panama,1.0,2020-03-18,Infection Rate
Panama,1.0,2020-02-22,Infection Rate
Panama,3.0,2020-04-07,Infection Rate
Panama,1.0,2020-02-05,Infection Rate
Panama,1.0,2020-02-08,Infection Rate
Panama,2.0,2020-04-02,Infection Rate
Panama,1.0,2020-02-29,Infection Rate
Panama,1.0,2020-02-18,Infection Rate
Panama,2.0,2020-04-05,Infection Rate
